StdLng@Record_ID,Underresourced,NumberofEntries,Priority1Sources,NotStandardNote,Count@ReleaseData,masterlanguagelist,glottolog@id,ISO639,StandardLanguageName,PnyStatsLanguages::Pny8inc,Count@Concepticon,Family,Langs_Subgroups::SubgroupName,EtymologyofName,StdHomophones,Homophoneinc,Latitude,Longitude,Ascii_Name,Subgroup_ID,NumberofVarieties,note about inclusion,DateModified,LastModifiedBy,AIATSIS_Code,INC@MCTowner,Sources::ChirilaRelease,RoundedLat,RoundedLong
873,,434,251,e,,yes,kanj1260,kbe,Kaanju,y,198,Pama-Nyungan,Paman,,,,-13.45659025385667,142.9043198022709,Kaanju,30,4,,2021-01-28 17:18:08,bowern,Y44,,,-13.46,142.9
875,,75,75,,,yes,tjur1240,tju,Jurruru,,37,Pama-Nyungan,Ngayarta,,,,-23.24093164893005,116.0662998334519,Jurruru,24,3,,2021-01-28 17:18:08,bowern,W33,,,-23.24,116.07
878,,321,128,,0,yes,juku1259,ywr,Jukun,,245,Nyulnyulan,Eastern Nyulnyulan,unanalyzable,,,-17.91457525091412,122.356945922501,Jukun,8,1,,2021-01-28 17:18:08,bowern,K2,,,-17.91,122.36
881,,1807,1788,,1,yes,djiw1239,djl,Jiwarli,y,902,Pama-Nyungan,Kanyara-Mantharta,,,,-23.40303400448102,115.133961851332,Jiwarli,13,1,,2021-01-28 17:18:08,bowern,W28,Y,,-23.4,115.13
883,,2245,1988,,2,yes,djin1251,jig,Jingulu,O,487,Mirndi,Eastern Mirndi,,,,-16.6271636014173,133.5450627137524,Jingulu,68,3,,2021-01-28 17:18:08,bowern,C22,Y,,-16.63,133.55
886,,3092,3091,,,yes,djau1244,djn,Jawoyn,Ox,668,Gunwinyguan,,,,,-14.17990999375108,132.5558136111492,Jawoyn,,1,,2021-01-28 17:18:08,bowern,N57,,,-14.18,132.56
887,,580,139,,2,yes,jawi1238,djw,Jawi,Ox,435,Nyulnyulan,Western Nyulnyulan,unanalyzable,,,-16.41517479866793,123.1911450346194,Jawi,39,1,,2021-01-28 17:18:08,bowern,K16,Y,closed,-16.42,123.19
888,,4076,2650,,1,yes,jaru1254,ddj,Jaru,y,2055,Pama-Nyungan,Ngumpin-Yapa,unanalyzable,,,-19.1488598069534,127.8808599539841,Jaru,25,2,,2021-01-28 17:18:08,bowern,K12,Y,,-19.15,127.88
893,,1232,921,,2,yes,jand1248,jan,Janday,L,265,Pama-Nyungan,Durubulic,0,,,-27.9,153.358,Janday,6,6,,2021-06-03 15:00:11,bowern,E19,,Phase1,-27.9,153.36
896,,2402,2403,,0,yes,djam1255,djd,Jaminjung,O,922,Mirndi,Western Mirndi,,,,-15.02818965369589,130.3565782654164,Jaminjung,69,1,,2021-01-28 17:18:08,bowern,N18,Y,closed,-15.03,130.36
901,,1272,142,,1,yes,dyab1238,dyb,Jabirr-Jabirr,Ox,549,Nyulnyulan,Western Nyulnyulan,redup (unanalyzable),,,-17.55866,122.495732,JabirrJabirr,39,2,,2021-01-28 17:18:08,bowern,K8,Y,,-17.56,122.5
902,,5043,0,,2,yes,sydn1236,--,Iyora,y,2547,Pama-Nyungan,Yuin-Kuri,0,,,-33.8396,151.21525,Iyora,44,5,,2021-06-03 15:06:10,bowern,S61,,,-33.84,151.22
903,,1777,1647,,2,yes,iwai1244,ibd,Iwaidja,O,122,Iwaidjan,,,,,-11.44075650344125,132.5594585610529,Iwaidja,,4,,2021-01-28 17:18:08,bowern,N39,,,-11.44,132.56
907,,464,302,e,,yes,gurd1238,gdj,Ikarranggal,x,338,Pama-Nyungan,Paman,,,,-14.563,143.613,Ikarranggal,30,2,,2021-01-28 17:18:08,bowern,G33,,,-14.56,143.61
922,,586,112,,1,yes,guwa1244,--,Guwar,x,386,Pama-Nyungan,Durubulic,,,,-27.16698972694875,153.3998244732006,Guwar,6,2,,2021-06-03 15:06:10,bowern,E26,,Phase1,-27.17,153.4
923,,610,610,,1,yes,guwa1243,gwu,Guwamu,X,337,Pama-Nyungan,Maric,,,,-28.02423917812645,147.6605303485538,Guwamu,20,1,,2021-01-28 17:18:08,bowern,D33,,Phase1,-28.02,147.66
924,,680,317,,4,yes,guwa1242,xgw,Guwa,y,385,Pama-Nyungan,Maric,,,,-21.35147705629356,142.5243781724853,Guwa,20,3,,2021-01-28 17:18:08,bowern,G9.1,,Phase 2,-21.35,142.52
925,,2901,966,,2,yes,guug1239,kky,Guugu-Yimidhirr,y,796,Pama-Nyungan,Paman,"guugu 'language', yimi 'this'+dhirr 'having'",,,-15.16061049057366,144.9904848496925,GuuguYimidhirr,30,6,,2021-01-28 17:18:08,bowern,Y82,,,-15.16,144.99
929,ER,1,1,,,yes,gura1252,gge,Gurrgoni,17,,Maningrida,Maningrida,,,,-12.30942987124305,134.3135284422788,Gurrgoni,19,2,,2021-06-03 14:48:08,bowern,N75,,,-12.31,134.31
930,,6880,6470,,1,yes,guri1247,gue,Gurindji,y,2052,Pama-Nyungan,Ngumpin-Yapa,unanalyzable,,,-17.69568212519326,130.0045991714675,Gurindji,25,3,,2021-01-28 17:18:08,bowern,C20,,,-17.7,130
931,,624,1,,,yes,gure1255,gnr,Gureng Gureng,y,402,Pama-Nyungan,Waka-Kabi,no-redup,,,-25.92169535762023,151.3260412364814,GoorengGooreng,35,3,,2021-01-28 17:18:08,bowern,E32,Y,,-25.92,151.33
933,,163,131,,0,yes,guda1242,nji,Gurdanji,17,22,Mirndi,Eastern Mirndi,,,,-16.9973,135.7788,Gurdanji,68,2,,2021-01-28 17:18:08,bowern,C26,,,-17,135.78
935,,936,892,,1,yes,guny1241,gyy,Gunya,y,663,Pama-Nyungan,Maric,,,,-27.64957662058102,145.9658542450252,Gunya,20,1,,2021-01-28 17:18:08,bowern,D43,,Phase1,-27.65,145.97
936,check,264,158,,0,yes,gunw1252,gup,Gunwinygu,,75,Gunwinyguan,,IV+freshwater (the region where speakers live),,,-12.6,133.56,Gunwinygu,,2,,2021-01-28 17:18:08,bowern,N65,,,-12.6,133.56
938,,1695,0,,0,yes,kwin1241,gww,Gunin,Ox,441,Worrorran,Northern Worrorran,,,,-14.588,127.534,Gunin,54,3,,2021-01-28 17:18:08,bowern,K36,,,-14.59,127.53
941,,820,820,,0,yes,kung1258,kgl,Gunggari,y,378,Pama-Nyungan,Maric,compass [north],,,-26.71355115603432,146.445874291455,Gunggari,20,1,,2021-01-28 17:18:08,bowern,D37,,Phase 4,-26.71,146.45
943,,,,,,yes,gung1248,gyf,Gungabula,,,Pama-Nyungan,Maric,,,,-25.88011933758044,148.6271626419696,Gungabula,20,1,,2021-01-28 17:18:08,bowern,E35,,,-25.88,148.63
944,,4492,2,,0,yes,nort2760,xrd,Gundungurra,y,2299,Pama-Nyungan,Yuin-Kuri,0,,,-34.76946368377592,149.6767454447224,Gundungurra,44,4,,2021-01-28 17:18:08,bowern,S60,,,-34.77,149.68
946,check,158,158,,0,yes,gunw1252,gup,Gundjeihmi,,1,Gunwinyguan,,look like IV+djeih+VBLZR but verb djeihmi unattested as of Evans (2003),,,-12.7,133.12,Gundjeihmi,,2,,2021-01-28 17:18:08,bowern,N71,,Phase 3,-12.7,133.12
950,,799,496,,1,yes,kumb1268,kgs,Gumbaynggir,y,597,Pama-Nyungan,Gumbaynggiric,,,,-29.99947323298685,152.7216996783214,Gumbaynggir,11,6,,2021-01-28 17:18:08,bowern,E7,,,-30,152.72
804,,628,628,e,1,yes,gugu1256,wrw,Gugu-Warra,x,416,Pama-Nyungan,Paman,,,,-15.61378929960591,143.7753847960997,GuguWarra,30,3,,2021-01-28 17:18:08,bowern,Y75,,,-15.61,143.78
965,,25,6,,,yes,thay1248,typ,Gugu-Rarmul,,19,Pama-Nyungan,Paman,place,,,-15.24591078888043,143.7778731659974,GuguRarmul,30,3,,2021-01-28 17:18:08,bowern,Y71,,,-15.25,143.78
974,,,,,,yes,djan1238,djf,Gugu-Djangun,,,Pama-Nyungan,Paman,,,,-16.84735755347182,144.1114484976752,GuguDjangun,30,1,,2021-01-28 17:18:08,bowern,Y109,,,-16.85,144.11
978,,1273,918,,3,yes,gugu1253,gdc,Gugu-Badhun,x,733,Pama-Nyungan,Maric,X language,,,-18.96002008434374,143.2350126001187,GuguBadhun,20,3,,2021-01-28 17:18:08,bowern,Y128,,Phase 2,-18.96,143.24
980,,472,472,,,yes,gudj1237,?wrg,Gudjal,y,316,Pama-Nyungan,Maric,,,,-19.44157405623569,144.6482583969677,Gudjal,20,1,,2021-01-28 17:18:08,bowern,E60,,,-19.44,144.65
981,check,168,0,e,1,yes,guda1244,xgd,Gudang,x,157,Pama-Nyungan,Paman,,,,-10.91613599433496,142.5768928257263,Gudang,30,3,,2021-01-28 17:18:08,bowern,Y191*,,Phase1,-10.92,142.58
985,check,6,,,,yes,gore1235,xgg,Goreng,,6,Pama-Nyungan,Southwest (Nyungar),,,,-33.79639424561883,119.012255789756,Goreng,27,1,,2021-06-03 14:52:32,bowern,W5,,,-33.8,119.01
986,,3132,2438,,0,yes,goon1238,gni,Gooniyandi,Ox,1177,Bunuban,Bunaban,compass?,,,-18.26153435007299,126.2884881706626,Gooniyandi,51,1,,2021-01-28 17:18:08,bowern,K6,Y,,-18.26,126.29
990,,968,969,,0,yes,yann1237,lja,Golpa,x,483,Pama-Nyungan,Yolŋu,0,,,-12.03482157077812,135.5659229974593,Golpa,42,1,,2021-01-28 17:18:08,bowern,N130,,closed,-12.03,135.57
999,,4778,4761,,,yes,gida1240,gih,Githabul,x,1707,Pama-Nyungan,Bandjalangic,,,,-28.69783051795294,151.9693703525627,Githabul,2,4,,2021-01-28 17:18:08,bowern,E14,,,-28.7,151.97
1009,,222,0,,2,yes,,--,Gayiri,y,204,Pama-Nyungan,Maric,,,,-23.90399220187721,148.0814756825087,Gayiri,20,3,,2021-06-03 15:06:10,bowern,E44,,Phase1,-23.9,148.08
1012,,6715,6593,,0,yes,gara1269,gbc,Garrwa,O,2746,Garrwan,Garrwan,,,y,-17.17828211834668,136.5329137333154,Garrwa,10,4,,2021-01-28 17:18:08,bowern,N155,,,-17.18,136.53
1013,,686,519,,1,yes,kala1380,gll,Garlali,y,484,Pama-Nyungan,Karnic,0,,,-28.1362098691893,143.939453641574,Garlali,14,1,,2021-01-28 17:18:08,bowern,D30,,Phase1,-28.14,143.94
1019,,760,564,,2,yes,gang1268,gnl,Gangulu,y,589,Pama-Nyungan,Maric,,,,-24.32220298853236,149.8824489405563,Gangulu,20,3,,2021-01-28 17:18:08,bowern,E40,,Phase1,-24.32,149.88
1023,,8049,2438,,12,yes,gami1243,kld,Gamilaraay,y,5373,Pama-Nyungan,Central NSW,no-having,,,-29.91686548094372,149.6172318830019,Gamilaraay,4,12,,2021-01-28 17:18:08,bowern,D23,,Phase1,-29.92,149.62
1026,,154,0,,0,yes,gamb1251,gma,Gamberre,,118,Worrorran,Northern Worrorran,,,,-14.43479274552926,126.3214637201291,Gamberre,54,4,,2021-01-28 17:18:08,bowern,K39,,,-14.43,126.32
1039,,769,1,,3,yes,gabi1248,gbw,Gabi-Gabi,L,616,Pama-Nyungan,Waka-Kabi,,,,-25.7,152.47,GabiGabi,35,9,,2021-06-03 14:54:56,bowern,E29,,,-25.7,152.47
1044,,702,105,,1,yes,flin1247,fln,Flinders Island,y,79,Pama-Nyungan,Paman,English,,,-14.17091978276066,144.2456751396443,FlindersIsland,30,6,,2021-01-28 17:18:08,bowern,Y67,,,-14.17,144.25
1046,,357,357,,0,yes,--,zmr,Emmi,17,0,Western Daly,,,,,-13.54,130.037,Emmi,,1,,2021-06-03 14:54:44,bowern,N15,,Phase 3,-13.54,130.04
1048,,1792,2,,,yes,east2379,aer,Eastern and Central Arrernte,x,208,Pama-Nyungan,Arandic,English,,,-23.24779965095801,135.559360982435,EasternandCentralArrernte,1,4,,2021-01-28 17:18:08,bowern,C8.1,,,-23.25,135.56
1050,,1912,1278,,3,yes,dyir1250,dbl,Dyirbal,y,982,Pama-Nyungan,Dyirbalic,clan,,,-17.74,145.742,Dyirbal,7,11,,2021-01-28 17:18:08,bowern,Y123,,Phase1,-17.74,145.74
1051,,910,692,,0,yes,duun1241,wkw,Duungidjawu,y,564,Pama-Nyungan,Waka-Kabi,place,,,-25.3987,152.345,Duungidjawu,35,3,,2021-01-28 17:18:08,bowern,E20,,Phase 2?,-25.4,152.35
1066,check,58,44,,,yes,djin1252,djb,Djinba,x,40,Pama-Nyungan,Yolŋu,this,,,-12.35852096187793,135.1458758604256,Djinba,42,4,,2021-01-28 17:18:08,bowern,N97,,,-12.36,135.15
1067,,6535,6471,,2,yes,djin1253,dji,Djinang,y,1771,Pama-Nyungan,Yolŋu,this,,y,-12.47559653837461,135.0142775003952,Djinang,42,13,,2021-01-28 17:18:08,bowern,N94.1,Y,,-12.48,135.01
1075,check,2,1,,,yes,dhan1270,dhg,Djangu,,0,Pama-Nyungan,Yolŋu,this,,,-11.66927680852998,136.1605075870818,Djangu,42,3,,2021-01-28 17:18:08,bowern,N202*,,,-11.67,136.16
1083,,263,0,,,yes,--,dja,Djadjawurrung,L,132,Pama-Nyungan,Kulin,no-language,,,-36.78794170978385,143.7747733142164,Djadjawurrung,16,2,,2021-06-03 14:59:59,bowern,S31.1,,,-36.79,143.77
1086,,5420,5782,,,yes,dyaa1242,dyy,Djabugay,y,2922,Pama-Nyungan,Paman,,,,-16.82350710862137,145.5840818130172,Djabugay,30,5,,2021-01-28 17:18:08,bowern,Y160*,Y,,-16.82,145.58
1088,,5199,1862,,4,yes,dira1238,dif,Diyari,y,1742,Pama-Nyungan,Karnic,unanalyzable,,,-28.5848662078809,139.0862193156426,Diyari,14,5,,2021-01-28 17:18:08,bowern,L17,,,-28.58,139.09
1091,,9,,,,yes,mada1281,guf,Dhuwala,y,7,Pama-Nyungan,Yolŋu,this,,,-12.1924893746754,135.4089344337972,Dhuwala,42,7,,2021-01-28 17:18:08,bowern,N116.C,,,-12.19,135.41
1093,,3879,2919,,1,yes,marr1258,duj,Dhuwal,,1380,Pama-Nyungan,Yolŋu,this,,y,-12.61979016002788,135.5309461060399,Dhuwal,42,9,,2021-01-28 17:18:08,bowern,N116.F,Y,Phase1,-12.62,135.53
1094,,2043,706,,1,yes,dhur1239,dhu,Dhurga,y,1334,Pama-Nyungan,Yuin-Kuri,,,,-35.54,150.179,Dhurga,44,2,,2021-01-28 17:18:08,bowern,S53,,,-35.54,150.18
1096,,76,0,,,yes,--,dhx,Dhungaloo,v3,47,Pama-Nyungan,Maric,,,,-19.147,145.515,Dhungaloo,20,2,,2021-06-03 14:57:59,bowern,,,,-19.15,145.52
1097,,695,394,,1,yes,dhud1236,ddr,Dhudhuroa,y,258,Pama-Nyungan,Gippsland,,,,-36.95881441480039,147.0450379409293,Dhudhuroa,47,2,,2021-01-28 17:18:08,bowern,S44,,Phase1,-36.96,147.05
1100,,1564,1569,,,yes,djar1245,dax,Dhay'yi,y,541,Pama-Nyungan,Yolŋu,this,,,-12.192273,136.184841,Dhayyi,42,4,,2021-01-28 17:18:08,bowern,N143.1,Y,,-12.19,136.18
1102,,1069,675,,1,yes,dhar1248,xgm,Dharumbal,y,573,Pama-Nyungan,Maric,,,,-23.05169278211838,150.4004614962755,Dharumbal,20,6,,2021-01-28 17:18:08,bowern,E84*,,Phase 2,-23.05,150.4
1104,,3106,450,,5,yes,sydn1236,xdk,Dharuk,y,2171,Pama-Nyungan,Yuin-Kuri,,,,-33.52925837364595,150.3490463944895,Dharuk,44,14,,2021-01-28 17:18:08,bowern,S64,,,-33.53,150.35
1106,,319,319,,1,yes,bidy1243,,Dharawala,x,265,Pama-Nyungan,Paman,0,,,-25.045,145.62,Dharawala,30,3,same as wadjalang (maric lang),2021-01-28 17:18:08,bowern,,,Phase 2,-25.05,145.62
1107,,6113,757,,2,yes,thur1254,tbh,Dharawal,y,3104,Pama-Nyungan,Yuin-Kuri,,,,-25.68629188058787,145.6371438104116,Dharawal,44,10,,2021-01-28 17:18:08,bowern,S59,,Phase1,-25.69,145.64
1111,,2434,2380,,0,yes,dhan1270,dhg,Dhangu,y,962,Pama-Nyungan,Yolŋu,this,,y,-12.38347818189069,136.7522892437235,Dhangu,42,10,,2021-01-28 17:18:08,bowern,N139,Y,,-12.38,136.75
1119,,2213,584,,,yes,awab1243,xda,Darkinyung,y,1297,Pama-Nyungan,Yuin-Kuri,0,,,-33.11470743846944,150.4952382669776,Darkinyung,44,6,,2021-01-28 17:18:08,bowern,S65,,,-33.11,150.5
1124,,4162,4161,,0,yes,ngal1292,ngk,Dalabon,Ox,708,Gunwinyguan,,dalu+bon = mouth+go,,,-13.495115,133.874549,Dalabon,,1,,2021-01-28 17:18:08,bowern,N60,,,-13.5,133.87
1126,,,,,,yes,dago1245,dgn,Dagoman,,,Yangmanic,,,,,-14.42,131.98,Dagoman,,1,,2021-01-28 17:18:08,bowern,N38,,,-14.42,131.98
1143,,4564,4563,,1,yes,bura1267,bvr,Burarra,Ox,1201,Maningrida,Maningrida,unanalyzable,,y,-12.02334684534266,134.7195147994259,Burarra,19,3,,2021-01-28 17:18:08,bowern,N191*,Y,Phase1,-12.02,134.72
1146,,1321,1253,,0,yes,buna1275,bck,Bunuba,Ox,385,Bunuban,Bunaban,0,,,-17.69419800844316,125.5950823289003,Bunuba,51,1,,2021-06-03 14:44:27,bowern,K5,Y,,-17.69,125.6
1155,,792,758,,,yes,bula1255,yil [Yindjilanji],Bularnu,y,500,Pama-Nyungan,Warluwaric,,,,-21.02656922079558,138.1566659032128,Bularnu,36,1,,2021-01-28 17:18:08,bowern,G12.1,,,-21.03,138.16
1164,,332,0,,1,yes,,--,Boonwurrung,v3,248,Pama-Nyungan,Kulin,,,,-38.44632222768823,145.8369925934341,Boonwurrung,16,3,,2021-06-03 15:06:10,bowern,S35,,Phase1,-38.45,145.84
1166,,1450,0,,3,yes,sydn1236,xbj,Birrpayi,y,958,Pama-Nyungan,Yuin-Kuri,0,,,-31.4680141206651,151.7821178119403,Birrpayi,44,5,,2021-01-28 17:18:08,bowern,E3,,Phase1,-31.47,151.78
1168,,2172,2018,,3,yes,biri1256,bzr,Biri,y,1691,Pama-Nyungan,Maric,,,,-20.80771846573321,146.5993475336678,Biri,20,4,,2021-01-28 17:18:08,bowern,E56,Y,,-20.81,146.6
1171,,124,122,,0,yes,gunw1252,gup,Bininj Gun-wok,,16,Gunwinyguan,,black man's language,,,-12.26525430819604,133.6466650962073,BininjGunwok,,3,,2021-01-28 17:18:08,bowern,N44,,Phase 3,-12.27,133.65
1173,,365,0,,5,yes,bind1237,xbd,Bindal,L,334,Pama-Nyungan,Maric,0,,,-19.61811437127674,147.1645246080358,Bindal,20,6,,2021-01-28 17:18:08,bowern,E61,,Phase1,-19.62,147.16
1175,underrepresented?,58,,,,yes,binb1241,wmb,Binbinka,O,27,Mirndi,Eastern Mirndi,,,,-16.31666942128751,135.2617924328958,Binbinka,68,2,,2021-01-28 17:18:08,bowern,N138,,,-16.32,135.26
1176,,683,557,,,yes,ngar1235,nbj,Bilinarra,y,370,Pama-Nyungan,Ngumpin-Yapa,,,,-17.267,130.8928480996249,Bilinarra,25,3,,2021-01-28 17:18:08,bowern,N36,,,-17.27,130.89
1181,,859,859,,1,yes,bidy1243,bym,Bidjara-Gungabula,y,561,Pama-Nyungan,Maric,unanalyzable,,,-25.54304340487492,147.8355733030119,BidyaraGungabula,20,1,,2021-01-28 17:18:08,bowern,"E37, E35",,Phase 2,-25.54,147.84
1183,,155,0,,0,yes,gana1268,ihw,Bidhawal,,132,Pama-Nyungan,Gippsland,group name,,,-37.21645804865572,149.2520459081004,Bidhawal,47,3,,2021-01-28 17:18:08,bowern,S49,,Phase 4,-37.22,149.25
1184,check,125,0,,1,yes,bibb1234,xbp,Bibbulman,L,119,Pama-Nyungan,Southwest (Nyungar),0,,,-34.90830697659498,117.1737520442966,Bibbulman,27,1,,2021-06-03 14:52:02,bowern,W1,,Phase1,-34.91,117.17
1190,,1649,1354,,1,yes,east2717,xby,Batyala,y,908,Pama-Nyungan,Waka-Kabi,0,,,-25.44486229198444,153.1539928969196,Batyala,35,4,,2021-01-28 17:18:08,bowern,E30,,,-25.44,153.15
1194,,1183,1113,,1,yes,barr1247,bpt,Barrow Point,x,602,Pama-Nyungan,Paman,English,,,-14.46601552300657,144.448784307825,BarrowPoint,30,2,,2021-01-28 17:18:08,bowern,Y63.1,,Phase1,-14.47,144.45
1196,,284,0,,4,yes,east2716,--,Barna,X,261,Pama-Nyungan,Maric,0,,,-22.00185545167424,148.2440614717657,Barna,20,5,,2021-06-03 15:06:10,bowern,E53,,Phase1,-22,148.24
1198,,9801,6352,,5,yes,bard1255,bcj,Bardi,Ox,3086,Nyulnyulan,Western Nyulnyulan,group name,,y,-16.5030267809473,122.9331577081408,Bardi,39,2,,2021-01-28 17:18:08,bowern,K15,Y,Phase 2?,-16.5,122.93
1199,,,,,,yes,,--,Barada,,,Pama-Nyungan,Maric,,,,-21.86300714030202,149.097311143297,Barada,20,1,,2021-06-03 15:06:10,bowern,E48,,,-21.86,149.1
1203,,6253,1484,,5,yes,band1339,bdy,Bandjalang,y,3083,Pama-Nyungan,Bandjalangic,,,,-28.70539723779633,152.988993861286,Bandjalang,2,12,,2021-01-28 17:18:08,bowern,E12,,,-28.71,152.99
1209,,683,223,,0,yes,badj1244,jbi,Badjiri,y,505,Pama-Nyungan,Maric,,,,-28.7187039514479,144.8719483841984,Badjiri,20,1,,2021-01-28 17:18:08,bowern,D31,,,-28.72,144.87
1210,,673,653,,,yes,badi1246,bia,Badimaya,y,339,Pama-Nyungan,Kartu,,,,-28.34004676016279,117.3372810097307,Badimaya,15,1,,2021-01-28 17:18:08,bowern,A14,,,-28.34,117.34
1212,,476,467,e,1,yes,ayab1239,ayd,Ayapathu,x,266,Pama-Nyungan,Paman,,,,-14.47173611865194,143.2934448261607,Ayapathu,30,2,,2021-01-28 17:18:08,bowern,Y60,,Phase 2,-14.47,143.29
1216,check,54,54,e,1,yes,atam1239,amz,Atampaya,,44,Pama-Nyungan,Paman,,,,-11.48211056962124,142.3743783707638,Atampaya,30,1,,2021-01-28 17:18:08,bowern,Y183*,,Phase1,-11.48,142.37
1220,check,71,70,,,yes,arit1239,dth,Aritinngithigh,,61,Pama-Nyungan,Paman,,,,-12.50839254508191,142.1387479679851,Aritinngithigh,30,1,,2021-06-03 14:56:25,bowern,Y34,,,-12.51,142.14
1224,,5423,3094,,4,yes,arab1267,ard,Arabana-Wangkangurru,y,2249,Pama-Nyungan,Karnic,unanalyzable,,y,-31.3052192355559,138.4283349715469,ArabanaWangkangurru,14,6,,2021-01-28 17:18:08,bowern,L13,,,-31.31,138.43
1226,check,282,196,,,yes,ante1238,adg,Antekerrepenh,y,241,Pama-Nyungan,Arandic,compass,,,-23.23189622718123,139.9715593767482,Antekerrepenhe,1,2,,2021-01-28 17:18:08,bowern,C12,,,-23.23,139.97
1227,none easily available,151,1,,,yes,anta1253,ant,Antakirinya,,70,Pama-Nyungan,Wati,,,,-27.05245189249716,134.4007513195262,Antakirinya,38,2,,2021-01-28 17:18:08,bowern,C5,,,-27.05,134.4
1228,,1368,999,,,yes,anma1239,amx,Anmatyerre,x,589,Pama-Nyungan,Arandic,,,,-21.98277477388883,133.4290338526137,Anmatyerre,1,4,,2021-01-28 17:18:08,bowern,C8.1,,,-21.98,133.43
1229,,1410,,,0,yes,anin1240,aoi,Anindilyakwa,17,180,Arnhem,East Arnhem,,,,-14.05312995685326,136.6124148288769,Anindilyakwa,64,2,,2021-01-28 17:18:08,bowern,N151,,,-14.05,136.61
1230,check,1,,e,,yes,angu1242,urf,Anguthimri,,1,Pama-Nyungan,Paman,,,,-12.41788993241645,141.861136626212,Anguthimri,30,1,,2021-01-28 17:18:08,bowern,Y20,,,-12.42,141.86
1235,,,,,,yes,anda1282,ajn,Andajin,,,Worrorran,Southern Worrorran,,,,-17.37660823248413,126.259285387995,Andajin,59,1,,2021-06-03 14:54:19,bowern,K23,,,-17.38,126.26
1239,,2611,2478,,,yes,alya1239,aly,Alyawarr,y,1349,Pama-Nyungan,Arandic,,,y,-22.2915224221073,135.963709268156,Alyawarr,1,4,,2021-01-28 17:18:08,bowern,C14,,,-22.29,135.96
1243,check,68,67,e,,yes,alng1239,aid,Alngith,x,57,Pama-Nyungan,Paman,,,,-12.57310489477424,141.8691543229043,Alngith,30,1,sutton groups with Linngithigh,2021-01-28 17:18:08,bowern,Y32,,,-12.57,141.87
1244,,3326,3199,,0,yes,alaw1244,alh,Alawa,17,81,Arnhem,Alawan,,,,-15.5339191774112,134.2028227947123,Alawa,63,1,,2021-01-28 17:18:08,bowern,N92,,,-15.53,134.2
1247,check,46,,e,,yes,wami1239,wmi,Agwamin,,30,Pama-Nyungan,Paman,,,,-17.83386864212347,144.2350366671033,Agwamin,30,1,,2021-01-28 17:18:08,bowern,Y132,,,-17.83,144.24
1248,,343,343,e,1,yes,aghu1254,ggr,Aghu-Tharnggala,y,293,Pama-Nyungan,Paman,aghu 'language',,,-15.56,143.46,AghuTharnggala,30,4,,2021-01-28 17:18:08,bowern,Y65,,Phase1,-15.56,143.46
1251,,4427,3906,,2,yes,adny1235,adt,Adnyamathanha,y,1993,Pama-Nyungan,Thura-Yura,stone people,,y,-30.83714134657851,139.1215397357151,Adnyamathanha,33,6,,2021-01-28 17:18:08,bowern,L10,,,-30.84,139.12
871,,,,,,yes,gadj1243,gdh,Kajirrabeng,O,,Jarrakan,Miriwoongic,,,,-14.99,128.85,Kajirrabeng,49,1,,2021-06-03 14:46:25,bowern,K37.1,,,-14.99,128.85
597,check,4,4,,,yes,naka1260,nck,Nakara,17,3,Maningrida,Maningrida,this-having,,,-12.124052,134.401384,Nakara,19,2,,2021-01-28 17:18:08,bowern,N80,,,-12.12,134.4
1270,,,,,,yes,awab1243,awk,Hunter River and Lake Macquarie,,,Pama-Nyungan,Yuin-Kuri,English,,,-33.09,151.588,HunterRiverandLakeMacquarie,44,,use Awabakal,2021-01-28 17:18:08,bowern,,,,-33.09,151.59
467,,,,,,yes,ngaa1240,ntj,Nyanganyatjara,,,Pama-Nyungan,Wati,,,,-28.2,124.95,Nyanganyatjara,38,2,,2021-01-28 17:18:08,bowern,A17,,,-28.2,124.95
423,,,,,,yes,pini1244,pnv,Pinikura,,,Pama-Nyungan,Kanyara-Mantharta,,,,-22.6,115.75,Pinikura,13,2,,2021-01-28 17:18:08,bowern,W34,,,-22.6,115.75
203,,,,,,yes,wany1244,gue,Wanyjirra,17,,Pama-Nyungan,Ngumpin-Yapa,,,,-18.7,129.7,Wanyjirra,25,2,,2021-01-28 17:18:08,bowern,K21,,,-18.7,129.7
422,check,14,,,,yes,pinj1244,pnj,Pinjarup,,14,Pama-Nyungan,Southwest (Nyungar),place name?,,,-32.85,115.87,Pinjarup,27,2,,2021-06-03 14:51:47,bowern,W6,,,-32.85,115.87
174,,2198,1651,,3,yes,waju1234,xwj,Wajuk,y,1047,Pama-Nyungan,Southwest (Nyungar),,,,-32.03910741893392,116.003125640008,Watjuk,27,12,,2021-06-03 14:51:36,bowern,W9,,Phase1,-32.04,116
870,,,,,,yes,kala1379,kba,Galaagu,,,Pama-Nyungan,Southwest (Nyungar),,,,-31.5,122.1,Galaagu,27,1,,2021-01-28 17:18:08,bowern,A2,,,-31.5,122.1
479,,,,,,yes,--,xnu,Nukunul,,,Pama-Nyungan,Durubulic,,,,-27.45,153.5,Nukunul,6,1,,2021-06-03 15:01:34,bowern,,,,-27.45,153.5
1148,,2332,2040,,4,yes,bung1264,xbg,Buwandik,y,1629,Pama-Nyungan,Kulin,,,,-37.69298793993351,141.3156381785856,Buwandik,16,6,,2021-01-28 17:18:08,bowern,S13,,Phase 2,-37.69,141.32
