StdLng@Record_ID,Underresourced,NumberofEntries,Priority1Sources,NotStandardNote,Count@ReleaseData,masterlanguagelist,glottolog@id,ISO639,StandardLanguageName,PnyStatsLanguages::Pny8inc,Count@Concepticon,Family,Langs_Subgroups::SubgroupName,EtymologyofName,StdHomophones,Homophoneinc,Latitude,Longitude,Ascii_Name,Subgroup_ID,NumberofVarieties,note about inclusion,DateModified,LastModifiedBy,AIATSIS_Code,INC@MCTowner,Sources::ChirilaRelease,RoundedLat,RoundedLong
4,,3280,2936,,2,yes,yuwa1243,kld,Yuwaaliyaay,,1743,Pama-Nyungan,Central NSW,no-having,,,-29.84291122144783,149.806501013693,Yuwaaliyaay,4,4,,2021-01-28 17:18:08,bowern,D54*,,Phase1,-29.84,149.81
5,,3794,2959,,2,yes,yuwa1242,kld,Yuwaalaraay,y,2017,Pama-Nyungan,Central NSW,no-having,,,-29.85302243209663,147.9291115132208,Yuwaalaraay,4,4,,2021-01-28 17:18:08,bowern,D27,,email for permission,-29.85,147.93
7,,112,0,not sure about affiliation,1,yes,yuru1264,ljx,Yuru,x,103,Pama-Nyungan,Dyirbalic,,,,-20.03621958398103,147.7312783522678,Yuru,7,3,,2021-01-28 17:18:08,bowern,E62,,Phase1,-20.04,147.73
12,,8029,7968,,,yes,yul1238,mpj,Yulparija,y,3379,Pama-Nyungan,Wati,compass,,y,-20.81469107208499,124.5495702350102,Yulparija,38,6,,2021-01-28 17:18:08,bowern,A67,Y,,-20.81,124.55
14,,,,,,yes,yugu1250,ygu,Yugul,,,Arnhem,Marran,,,,-14.67418893835911,134.1838321320007,Yugul,50,1,,2021-01-28 17:18:08,bowern,N85,,,-14.67,134.18
17,check,215,0,wrong subgroup?,2,yes,yuga1244,yub,Yugambal,,198,Pama-Nyungan,Bandjalangic,check,,,-29.49940565920328,151.6720891548389,Yugambal,2,6,,2021-01-28 17:18:08,bowern,E11,,Phase1,-29.5,151.67
20,,1228,830,,2,yes,yort1237,xyy,Yorta Yorta,y,871,Pama-Nyungan,Yotayotic,no-redup,,,-36.04695549929136,144.818878928009,YortaYorta,43,4,,2021-01-28 17:18:08,bowern,D2,Y,,-36.05,144.82
23,check,631,54,,1,yes,yara1253,xth,Yitha-Yitha,x,275,Pama-Nyungan,Lower Murray,0,,,-33.94708739900517,141.5854211046575,YithaYitha,18,7,OK,2021-01-28 17:18:08,bowern,D7,,Phase1,-33.95,141.59
26,,490,0,,2,yes,yira1239,ljw,Yirandali,y,370,Pama-Nyungan,Maric,0,,,-20.65810117783444,143.9625915626368,Yirandali,20,4,,2021-01-28 17:18:08,bowern,L42,,Phase1,-20.66,143.96
27,,6098,4751,e,,yes,yiry1247,yiy,Yir-Yoront,x,1966,Pama-Nyungan,Paman,this language,,,-15.15400920818165,141.7960016852487,YirYoront,30,2,,2021-01-28 17:18:08,bowern,Y72,Y,,-15.15,141.8
28,,72,71,e,,yes,yinw1236,yxm,Yinwum,x,61,Pama-Nyungan,Paman,,,,-12.52068955779324,142.7036224974162,Yinwum,30,1,,2021-01-28 17:18:08,bowern,Y29,,,-12.52,142.7
29,,394,136,,4,yes,sout2765,ygi,Yiningay,y,335,Pama-Nyungan,Maric,0,,,-20.96048468873385,143.5190147180098,Yiningay,20,7,,2021-01-28 17:18:08,bowern,L41,,Phase 2,-20.96,143.52
31,,2404,2404,,,yes,pany1241,ywg,Yinhawangka,x,365,Pama-Nyungan,Ngayarta,0,,,-23.91785237216363,117.56282794102,Yinhawangka,24,1,,2021-01-28 17:18:08,bowern,A48,,,-23.92,117.56
32,,512,273,,1,yes,ying1247,yia,Yingkarta,x,415,Pama-Nyungan,Kartu,,,,-24.65754270759562,115.8991492850522,Yingkarta,15,7,,2021-01-28 17:18:08,bowern,W19,Y,Phase 3,-24.66,115.9
33,,247,167,yil also given as Bularnu; split,1,yes,yind1248,yil,Yindjilandji,y,207,Pama-Nyungan,Warluwaric,,,,-19.206136,137.392852,Yindjilandji,36,4,,2021-01-28 17:18:08,bowern,G14,,,-19.21,137.39
34,,5302,4853,,,yes,yind1247,yij,Yindjibarndi,y,2113,Pama-Nyungan,Ngayarta,,,,-22.10432211046865,118.0814646375919,Yindjibarndi,24,2,,2021-01-28 17:18:08,bowern,G14,,,-22.1,118.08
37,,173,0,,2,yes,--,--,Yilba,,161,Pama-Nyungan,Maric,,,,-20.57274634349151,145.5789512273527,Yilba,20,4,,2021-06-03 15:06:17,bowern,E55,,Phase1,-20.57,145.58
40,,3125,2933,,1,yes,yidi1250,yii,Yidiny,y,1113,Pama-Nyungan,Paman,group name,,,-17.11594422180313,145.7736813596025,Yidiny,30,4,,2021-01-28 17:18:08,bowern,Y117,,Phase 2,-17.12,145.77
42,,1444,1288,,2,yes,yayg1236,yyg,Yaygir,x,674,Pama-Nyungan,Gumbaynggiric,,,,-29.89,153.167,Yaygir,11,3,,2021-01-28 17:18:08,bowern,E10,,Phase1,-29.89,153.17
43,,7050,4344,,4,yes,yawu1244,ywr,Yawuru,Ox,2580,Nyulnyulan,Eastern Nyulnyulan,group name,,,-18.20094984476134,122.5732262509664,Yawuru,8,3,,2021-01-28 17:18:08,bowern,K48*,Y,Phase 2,-18.2,122.57
44,,344,0,,,yes,yawi1239,jbw,Yawijibaya,Ox,263,Worrorran,Western Worrorran,0,,,-16.14740025514567,123.3986328509338,Yawijibaya,53,1,,2021-06-03 14:42:40,bowern,K53*,,,-16.15,123.4
45,,1791,44,,1,yes,yawa1258,yww,Yawarrawarrka,y,743,Pama-Nyungan,Karnic,good language,,,-26.49578046778198,140.609109024611,Yawarrawarrka,14,2,,2021-01-28 17:18:08,bowern,L23,,,-26.5,140.61
46,,,,e,,yes,--,yty,Yatay,,,Pama-Nyungan,Paman,,,,-10.65033606945353,142.6285670579192,Yatay,30,1,,2021-06-03 15:02:13,bowern,Y232*,,,-10.65,142.63
48,,663,532,,3,yes,dier1240,yry,Yarluyandi,y,400,Pama-Nyungan,Karnic,0,,,-25.83704895945445,139.5843623220322,Yarluyandi,14,2,,2021-01-28 17:18:08,bowern,L31,,Phase1,-25.84,139.58
49,,88,83,,,yes,yarl1236,yxl,Yardliyawarra,x,74,Pama-Nyungan,Yardli,0,,,-29.79542817584353,141.7735309080549,Yardliyawarra,41,3,,2021-01-28 17:18:08,bowern,L7,,,-29.8,141.77
50,,804,7,,0,yes,narr1259,nay,Yaraldi,Sp,356,Pama-Nyungan,Lower Murray,,,,-35.57559949747515,139.2054326885697,Yaraldi,18,3,X,2021-01-28 17:18:08,bowern,S8,,,-35.58,139.21
52,,4521,4375,,,yes,yany1243,jao,Yanyuwa,y,1677,Pama-Nyungan,Warluwaric,,,,-16.49279406442598,136.7840759427357,Yanyuwa,36,3,,2021-01-28 17:18:08,bowern,N153,,,-16.49,136.78
53,,299,299,,,yes,yank1248,kdd,Yankunytjatjara,,15,Pama-Nyungan,Wati,go-having,,,-27.26048661737739,131.9855272036765,Yankunytjatjara,38,2,use Pitjantjatjara for grammar/equiv,2021-01-28 17:18:08,bowern,C4,,,-27.26,131.99
55,,,,,,yes,yang1288,jng,Yangman,,,Yangmanic,,,,,-15.02163749001514,132.737972611509,Yangman,,1,,2021-01-28 17:18:08,bowern,N68,,,-15.02,132.74
61,,3290,2070,,3,yes,yand1253,ynd,Yandruwandha,y,1738,Pama-Nyungan,Karnic,good language,,,-27.60748621786918,140.5779751867449,Yandruwandha,14,8,,2021-01-28 17:18:08,bowern,L18,,,-27.61,140.58
62,,317,332,,1,yes,yand1261,xyb,Yandjibara,17,175,Pama-Nyungan,Maric,,,,-24.58,145.39,Yandjibara,20,1,,2021-06-03 14:58:02,bowern,L44*,,Phase 2,-24.58,145.39
63,,267,144,,2,yes,yand1251,yda,Yanda,x,232,Pama-Nyungan,Maric,,,,-21.23270507785518,140.5134755999716,Yanda,20,4,,2021-01-28 17:18:08,bowern,G9,,Phase 2,-21.23,140.51
64,,3035,2987,,1,yes,yann1237,jay,Yan-nhangu,y,1132,Pama-Nyungan,Yolŋu,this,,,-12.02531880142025,134.9636468625033,Yannhangu,42,13,,2021-01-28 17:18:08,bowern,N212*,Y,,-12.03,134.96
67,,2319,805,,3,yes,yala1262,ylr,Yalarnnga,y,1375,Pama-Nyungan,Kalkatungic,,,,-21.97436706367981,139.9133496553109,Yalarnnga,12,4,,2021-01-28 17:18:08,bowern,G8,Y,Phase1,-21.97,139.91
68,,1175,288,,1,yes,yaga1256,yxg,Yagara,y,548,Pama-Nyungan,Durubulic,,,,-27.87647555019528,152.4602773478736,Yagara,6,3,,2021-01-28 17:18:08,bowern,E23,,Phase1,-27.88,152.46
71,,219,206,,1,yes,yabu1234,yxy,Yabula-Yabula,y,194,Pama-Nyungan,Yotayotic,no-redup,,,-35.76116311802772,145.2320912804122,YabulaYabula,43,3,,2021-06-03 14:43:05,bowern,S38,,Phase1,-35.76,145.23
80,,282,179,,0,yes,--,wnn,Wunumara,,191,Pama-Nyungan,Mayi,unalaysable?,,,-21.1251331784609,141.7477143306983,Wunumara,22,3,,2021-06-03 15:01:11,bowern,G16.1,,,-21.13,141.75
81,,3269,2076,,0,yes,wila1240,wub,Wunambal,Ox,1352,Worrorran,Northern Worrorran,,,,-15.0049668187093,125.5973866389213,Wunambal,54,4,,2021-01-28 17:18:08,bowern,K22,,,-15,125.6
88,,1449,1366,,1,yes,wulg1239,qgu,Wulguru,y,833,Pama-Nyungan,Dyirbalic,,,,-19.85103121152701,146.3453956874499,Wulguru,7,1,,2021-01-28 17:18:08,bowern,Y135,,Phase1,-19.85,146.35
92,check,7,,,,yes,--,--,Wudjari,,7,Pama-Nyungan,Southwest (Nyungar),,,,-33.7616882547628,122.1094205915342,Wudjari,27,3,,2021-06-03 15:06:21,bowern,W8,,,-33.76,122.11
94,,5099,5037,,3,yes,nung1290,nuy,Wubuy,Ox,428,Arnhem,East Arnhem,,,,-13.8,135.82,Wubuy,64,2,,2021-01-28 17:18:08,bowern,N128,,Phase1,-13.8,135.82
98,check,,,,,yes,wotj1234,xwt,Wotjobaluk,,,Pama-Nyungan,Kulin,man/clan name,,,-35.82104542032,141.4179142153685,Wotjobaluk,16,2,dialect of Wemba-Wemba,2021-06-03 15:02:02,bowern,S88*,,,-35.82,141.42
99,,568,567,,,yes,woro1255,unp,Worrorra,Ox,395,Worrorran,Western Worrorran,group name,,,-15.69549526257633,124.8442304038883,Worrorra,53,2,,2021-01-28 17:18:08,bowern,K17,,,-15.7,124.84
77,,18,,,,yes,ngar1284,ung,Worla,,14,Worrorran,Southern Worrorran,,,,-17.12222175647811,126.7823204885598,Worla,59,1,,2021-01-28 17:18:08,bowern,K43,,,-17.12,126.78
101,,3,0,,,yes,wori1245,kda,Worimi,,2,Pama-Nyungan,Yuin-Kuri,,,,-32.5797315376966,151.9716105922098,Worimi,44,2,,2021-01-28 17:18:08,bowern,E2,,,-32.58,151.97
108,,2699,1039,,3,yes,woiw1237,wyi,Woiwurrung,y,1183,Pama-Nyungan,Kulin,no-language,,,-37.64264500569947,145.5879961820568,Woiwurrung,16,6,,2021-01-28 17:18:08,bowern,S36,,,-37.64,145.59
121,,2224,1843,,2,yes,wira1265,wiw,Wirangu,y,1453,Pama-Nyungan,Thura-Yura,,,y,-31.57687016607126,132.8519651709393,Wirangu,33,3,,2021-01-28 17:18:08,bowern,C1,,,-31.58,132.85
122,,12255,667,,10,yes,wira1262,wrh,Wiradjuri,y,7336,Pama-Nyungan,Central NSW,no-having,,,-33.72620501677175,147.0281347375677,Wiradjuri,4,11,,2021-01-28 17:18:08,bowern,D10,,Phase1,-33.73,147.03
1378,,,,e,,yes,wika1238,wik,Wik-Ngatharr,x,,Pama-Nyungan,Paman,,,,-13.678,141.512,WikNgatharr,30,2,,2021-01-28 17:18:08,bowern,Y51,,,-13.68,141.51
136,,1910,1912,e,1,yes,wika1238,wik,Wik-Ngathan,v3,600,Pama-Nyungan,Paman,,,,-13.87,141.52,WikNgathan,30,4,,2021-01-28 17:18:08,bowern,Y54,,Phase 2,-13.87,141.52
138,,11602,6756,e,1,yes,wikm1247,wim,Wik-Mungkan,y,2367,Pama-Nyungan,Paman,wik 'language' + mungknh 'eating' (participial),,y,-22.48008965155842,128.9740522388023,WikMungkan,30,10,,2021-01-28 17:18:08,bowern,Y143,,,-22.48,128.97
139,,117,116,,1,yes,wikm1246,wih,Wik-Me?nh,,100,Pama-Nyungan,Paman,language - move,,,-13.522,141.6,WikMenh,30,9,,2021-01-28 17:18:08,bowern,Y53,,Phase 2,-13.52,141.6
157,,762,752,,,yes,west2441,are,Western Arrarnte,y,626,Pama-Nyungan,Arandic,English,,,-22.97968655103351,132.4794151299022,WesternArrarnte,1,7,,2021-01-28 17:18:08,bowern,C8,,,-22.98,132.48
163,,2251,1385,,5,yes,west2443,xww,Wemba-Wemba,x,1213,Pama-Nyungan,Kulin,no-redup,,,-36.79503148201182,145.3852416420866,WembaWemba,16,9,,2021-01-28 17:18:08,bowern,D1,,,-36.8,145.39
177,,1635,1590,,3,yes,wath1238,wth,Wathawurrung,y,1173,Pama-Nyungan,Kulin,no-language,,,-37.68777565058624,144.1013148178479,Wathawurrung,16,3,,2021-01-28 17:18:08,bowern,S29,,Phase 2,-37.69,144.1
179,,2109,2001,,1,yes,waru1264,wrg,Warungu,y,875,Pama-Nyungan,Maric,,,,-19.5,146,Warungu,20,2,,2021-01-28 17:18:08,bowern,Y133,,Phase1,-19.5,146
180,,3183,2756,,1,yes,waru1265,wrm,Warumungu,y,1383,Pama-Nyungan,Warumungic,,,y,-19.08616818875073,134.54628238273,Warumungu,37,2,,2021-01-28 17:18:08,bowern,C18,Y,,-19.09,134.55
181,,1150,376,,2,yes,warr1258,wwr,Warrwa,Ox,812,Nyulnyulan,Eastern Nyulnyulan,unanalyzable,,,-17.20699780321833,124.2149579141792,Warrwa,8,2,,2021-01-28 17:18:08,bowern,K10,Y,,-17.21,124.21
182,,3061,2952,,2,yes,warr1257,?gjm,Warrnambool,x,1450,Pama-Nyungan,Kulin,,,,-38.345,142.4608,Warrnambool,16,2,,2021-01-28 17:18:08,bowern,,,Phase 2,-38.35,142.46
184,,2423,1948,,,yes,wari1262,wri,Warriyangga,y,1608,Pama-Nyungan,Kanyara-Mantharta,,,y,-24.62742781088147,117.8773554011612,Warriyangga,13,6,,2021-01-28 17:18:08,bowern,W22,,,-24.63,117.88
186,import,4,4,,,yes,wara1247,wrz,Warray,,2,Gunwinyguan,,,,,-13.62902944130323,131.8232753653704,Warray,,2,,2021-01-28 17:18:08,bowern,N25,,,-13.63,131.82
188,,3662,3243,,1,yes,wanm1242,wbt,Warnman,y,2010,Pama-Nyungan,Wati,,,,-22.00041800774719,124.0387198550533,Warnman,38,2,,2021-01-28 17:18:08,bowern,A62,,,-22,124.04
189,,567,566,,1,yes,wand1263,wnd,Warndarrang,17,1,Arnhem,Marran,,,,-14.42,134.95,Warndarrang,50,3,,2021-01-28 17:18:08,bowern,N120,,Phase1,-14.42,134.95
191,,1295,1243,,,yes,warl1256,wrb,Warluwarra,y,513,Pama-Nyungan,Warluwaric,,,,-22.29484937002534,138.5359391090873,Warluwarra,36,3,,2021-01-28 17:18:08,bowern,G10,,,-22.29,138.54
192,,14706,14175,,1,yes,warl1254,wbp,Warlpiri,y,3177,Pama-Nyungan,Ngumpin-Yapa,unanalyzable,,y,-20.58720087414583,131.9617683359527,Warlpiri,25,5,,2021-01-28 17:18:08,bowern,C41*,,,-20.59,131.96
193,,1823,1752,,,yes,warl1255,wrl,Warlmanpa,y,765,Pama-Nyungan,Ngumpin-Yapa,,,,-18.30600529674386,132.4339939729606,Warlmanpa,25,1,,2021-01-28 17:18:08,bowern,C17,,,-18.31,132.43
197,,1208,1161,,1,yes,warr1255,wgy,Warrgamay,y,736,Pama-Nyungan,Dyirbalic,,,,-18.4,145.877,Wargamay,7,2,,2021-01-28 17:18:08,bowern,Y134,,Phase1,-18.4,145.88
200,,1370,1015,,3,yes,nyun1247,wxw,Wardandi,y,946,Pama-Nyungan,Southwest (Nyungar),0,,,-33.92108581084255,115.2692863925807,Wardandi,27,7,,2021-01-28 17:18:08,bowern,W3,,Phase1,-33.92,115.27
201,,1884,1871,,2,yes,ward1246,wrr,Wardaman,O,296,Yangmanic,,,,,-15.53064370478431,131.8788656745995,Wardaman,,1,,2021-01-28 17:18:08,bowern,N35,Y,Phase1,-15.53,131.88
208,,1980,1599,,5,yes,wong1246,xwk,Wangkumara,y,1212,Pama-Nyungan,Karnic,0,,,-27.10148692646704,143.1961901554114,Wangkumara,14,7,,2021-01-28 17:18:08,bowern,L25,,Phase1,-27.1,143.2
217,,2634,2539,,,yes,wang1288,mpj,Wangkajunga,x,102,Pama-Nyungan,Wati,straight language,,,-20.26867763104687,126.5343408804708,Wangkajunga,38,4,,2021-01-28 17:18:08,bowern,A87*,,,-20.27,126.53
225,,1954,1703,,1,yes,wamb1258,wmb,Wambaya,O,563,Mirndi,Eastern Mirndi,,,,-18.16780391482085,135.271465207953,Wambaya,68,2,,2021-01-28 17:18:08,bowern,C19,,Phase1,-18.17,135.27
230,,8983,1931,,2,yes,walm1241,wmt,Walmajarri,,3463,Pama-Nyungan,Ngumpin-Yapa,,,,-19.85264617913586,125.5392488509774,Walmajarri,25,10,use Walmajarri HR,2021-01-28 17:18:08,bowern,A66,Y,Phase1,-19.85,125.54
238,,186,0,,2,yes,wala1263,nlg,Walangama,x,154,Pama-Nyungan,Paman,,,,-17.6024329543368,142.4891266000805,Walangama,30,2,,2021-01-28 17:18:08,bowern,G36,,Phase1,-17.6,142.49
241,,1927,1681,,1,yes,waga1260,wga,Wakaya,y,1223,Pama-Nyungan,Warluwaric,,,,-20.32114110198661,137.4609851935348,Wakaya,36,7,,2021-01-28 17:18:08,bowern,C16,,,-20.32,137.46
244,,1017,1,,5,yes,waka1274,wkw,Waka-Waka,x,723,Pama-Nyungan,Waka-Kabi,no-redup,,,-27.06308169131166,148.9493193574443,WakaWaka,35,9,,2021-01-28 17:18:08,bowern,,,,-27.06,148.95
245,,5531,5477,,0,yes,waja1257,wbv,Wajarri,y,1614,Pama-Nyungan,Kartu,,,,-24.91433240425905,120.1931831968283,Wajarri,15,7,,2021-01-28 17:18:08,bowern,A39,,,-24.91,120.19
248,,1402,7,,,yes,wage1238,waq,Wagiman,17,28,Non-Pama-Nyungan Isolate,,,,,-14.18804631189598,131.6147964188899,Wagiman,,2,,2021-01-28 17:18:08,bowern,N27,,,-14.19,131.61
252,,340,140,,2,yes,--,wdy,Wadjabangayi,L,276,Pama-Nyungan,Maric,0,,,-23.2728232475186,145.6888448484164,Wadjabangayi,20,3,,2021-01-28 17:18:08,bowern,L39,,Phase 2,-23.27,145.69
253,,87,75,,,yes,yarl1236,wdk,Wadikali,x,72,Pama-Nyungan,Yardli,0,,,-29.49049805433811,140.9591946160896,Wadikali,41,2,,2021-01-28 17:18:08,bowern,L12,,,-29.49,140.96
256,,1388,1607,,1,yes,wany1247,wny,Waanyi,O,545,Garrwan,Garrwan,,,,-18.06407489583609,137.2943933078954,Waanyi,10,2,,2021-01-28 17:18:08,bowern,G23,,Phase1,-18.06,137.29
261,,2,2,,,yes,uwin1234,--,Uwinymil,,1,Gunwinyguan,,,,,-12.98,131.78,Uwinymil,,2,,2021-06-03 15:06:10,bowern,N37.1,,,-12.98,131.78
270,,2581,2505,e,1,yes,wuth1237,urf,Uradhi,x,422,Pama-Nyungan,Paman,this-having,,,-11.94033481785492,142.2310819336741,Uradhi,30,5,,2021-01-28 17:18:08,bowern,Y184*,,Phase1,-11.94,142.23
276,,454,0,,,yes,ungg1243,xgu,Unggumi,Ox,324,Worrorran,Western Worrorran,,,,-17.21965549088291,124.8608367462194,Unggumi,53,1,,2021-01-28 17:18:08,bowern,K14,,,-17.22,124.86
277,,80,0,,,yes,ungg1244,xun,Unggarranggu,,62,Worrorran,Western Worrorran,,,,-16.47949170059701,123.6668837369725,Unggarranggu,53,2,,2021-06-03 14:54:25,bowern,K55*,,,-16.48,123.67
282,import dictionary,162,2,e,,yes,umbi1243,umd,Umpithamu,x,106,Pama-Nyungan,Paman,,,,-13.91182627706064,143.6122416924384,Umpithamu,30,2,,2021-01-28 17:18:08,bowern,Y50,,,-13.91,143.61
283,,3710,3286,e,,yes,umpi1239,ump,Umpila,y,1466,Pama-Nyungan,Paman,unanalyzable,,,-13.48164763463967,143.5323774125327,Umpila,30,5,,2021-01-28 17:18:08,bowern,Y45,,,-13.48,143.53
284,,191,0,,,yes,umii1236,xud,Umiida,Ox,150,Worrorran,Western Worrorran,0,,,-16.48120832712091,124.1827127503545,Umiida,53,1,,2021-06-03 14:54:42,bowern,K49*,,,-16.48,124.18
285,check,9,1,e,,yes,umbu1256,umg,Umbuygamu,,8,Pama-Nyungan,Paman,,,,-13.9,144.1,Umbuygamu,30,3,,2021-01-28 17:18:08,bowern,Y55,,,-13.9,144.1
286,,405,405,,0,yes,umbu1259,umr,Umbugarla,17,1,Darwin Region,,,,,-13.02,132.45,Umbugarla,,1,,2021-01-28 17:18:08,bowern,N43,,Phase 3,-13.02,132.45
291,,1030,0,,2,yes,yaga1262,yxg,Turubul,y,603,Pama-Nyungan,Durubulic,,,,-27.5210945528664,152.9091599725,Durubul,6,4,,2021-06-03 15:02:25,bowern,E86*,,Phase1,-27.52,152.91
297,,802,41,,2,yes,west2443,tjw,Tjapwurrung,x,328,Pama-Nyungan,Kulin,0,,,-37.30349409744511,142.9105910163052,Tjapwurrung,16,5,,2021-01-28 17:18:08,bowern,S26,,Phase 2,-37.3,142.91
300,,8906,8906,,1,yes,tiwi1244,tiw,Tiwi,17,53,Tiwi,,male person [invented by linguists],,,-11.67882940200257,130.8353696485389,Tiwi,,1,,2021-01-28 17:18:08,bowern,N20,,Phase 2,-11.68,130.84
1523,,,,,,proto,thur1253,,Thura-Yura,,,Pama-Nyungan,Thura-Yura,,,,,,ThuraYura,33,,,2021-01-28 17:18:08,bowern,,,,,
307,check,34,34,,,yes,thii1234,iin,Thiin,,32,Pama-Nyungan,Kanyara-Mantharta,,,,-23.86346982940531,115.7997592325689,Thiin,13,2,,2021-01-28 17:18:08,bowern,W25,,,-23.86,115.8
314,,115,0,,0,yes,thaw1238,xtv,Thawa,,97,Pama-Nyungan,Yuin-Kuri,,,,-37.06227181167917,149.7169305983786,Thawa,44,1,,2021-01-28 17:18:08,bowern,S52,,Phase 4,-37.06,149.72
315,,3790,3310,,0,yes,dhar1247,dhr,Tharrkari,y,1828,Pama-Nyungan,Kanyara-Mantharta,,,,-24.35122036560941,114.7556618526703,Tharrkari,13,8,,2021-01-28 17:18:08,bowern,W21,,,-24.35,114.76
317,,2646,1594,,0,yes,dyan1250,dyn,Thanggati,x,1349,Pama-Nyungan,Yuin-Kuri,,,,-30.9435045168665,152.1724551029703,Thanggati,44,7,,2021-01-28 17:18:08,bowern,E6,Y,,-30.94,152.17
318,,1727,1673,,2,yes,dhal1245,dhl,Thalanyji,y,1081,Pama-Nyungan,Kanyara-Mantharta,,,,-22.51113458754001,114.7073317721085,Thalanyji,13,2,,2021-01-28 17:18:08,bowern,W26,Y,,-22.51,114.71
328,check,147,,e,0,yes,taga1279,tgz,Tagalaka,x,101,Pama-Nyungan,Paman,,,,-18.196562,143.026043,Tagalaka,30,3,,2021-01-28 17:18:08,bowern,Y125,,,-18.2,143.03
337,,2845,2755,,2,yes,rita1239,rit,Ritharrngu,y,849,Pama-Nyungan,Yolŋu,clan,,,-13.0913471605575,136.0384241243396,Ritharrngu,42,5,,2021-01-28 17:18:08,bowern,N149,Y,Phase1,-13.09,136.04
340,,,,e,,yes,mbar1253,zmv,Rimanggudinhma,,,Pama-Nyungan,Paman,,,,,,Rimanggudinhma,30,2,,2021-01-28 17:18:08,bowern,Y195*,,,,
341,,1313,1312,,,yes,remb1249,rmb,Rembarrnga,Ox,352,Arnhem,Rembarrnga-Ngalakgan,,,,-13.15456145628969,134.3934423686324,Rembarrnga,65,2,,2021-01-28 17:18:08,bowern,N73,Y,,-13.15,134.39
343,,1710,0,,0,yes,yara1253,--,Ramindjeri,17,472,Pama-Nyungan,Lower Murray,,,,-35.53663149215257,138.2567003283421,Ramindjeri,18,2,(goes with Yaraldi); clan variety,2021-06-03 15:06:10,bowern,S2,,closed,-35.54,138.26
347,check,2296,0,,0,yes,pudi1238,--,Putijarra,,42,Pama-Nyungan,Wati,,,,-24.16283448974375,121.2749996749282,Putijarra,38,2,,2021-06-03 15:06:10,bowern,A54,,Phase 4,-24.16,121.27
349,,525,430,,1,yes,burd1238,bxn,Purduna,x,372,Pama-Nyungan,Kanyara-Mantharta,,,,-23.00938069661522,114.8292027213359,Purduna,13,2,,2021-01-28 17:18:08,bowern,W24,,,-23.01,114.83
350,,354,0,,2,yes,punt1240,xpt,Punthamara,x,202,Pama-Nyungan,Karnic,,,,-27.83959041087301,142.9447505302199,Punthamara,14,2,,2021-01-28 17:18:08,bowern,L26,,Phase1,-27.84,142.94
1525,,2,2,,,proto,,,Proto-Yirrka-KKaper,,2,Pama-Nyungan,Paman,,,,,,ProtoYirrkaKKaper,30,1,,2021-01-28 17:18:08,bowern,,,,,
1526,,7,7,,,proto,,,Proto-Yirrk,,2,Pama-Nyungan,Paman,,,,,,ProtoYirrk,30,1,,2021-01-28 17:18:08,bowern,,,,,
1527,,1,1,,,proto,,,Proto-WNyulnyulan,,1,Nyulnyulan,Western Nyulnyulan,,,,,,ProtoWNyulnyulan,39,1,,2021-01-28 17:18:08,bowern,,,,,
1528,,1,1,,,proto,,,Proto-Wik,,1,Pama-Nyungan,Paman,,,,,,ProtoWik,30,1,,2021-01-28 17:18:08,bowern,,,,,
1529,,10,10,,,proto,,,Proto-WesternCYP,,5,Pama-Nyungan,Paman,,,,,,ProtoWesternCYP,30,1,,2021-01-28 17:18:08,bowern,,,,,
1530,,1,1,,,proto,,,Proto-Warluwarric,,1,Pama-Nyungan,Warluwaric,,,,,,ProtoWarluwarric,36,1,,2021-01-28 17:18:08,bowern,,,,,
362,,75,74,,,proto,,,Proto-Thura-Yura,,68,Pama-Nyungan,Thura-Yura,,,,,,ProtoThuraYura,33,2,,2021-01-28 17:18:08,bowern,,,,,
365,,7,7,,,proto,,,Proto-SWCYP,,5,Pama-Nyungan,no subgroup defined,,,,,,ProtoSWCYP,56,2,,2021-01-28 17:18:08,bowern,,,,,
1531,,7,6,,,proto,,,Proto-Southern-Thura-Yura,,6,Pama-Nyungan,Thura-Yura,,,,,,ProtoSouthernThuraYura,33,1,,2021-01-28 17:18:08,bowern,,,,,
367,,10,10,,,proto,,,Proto-Southern Tangkic,,7,Tangkic,no subgroup defined,,,,,,ProtoSouthernTangkic,56,1,,2021-01-28 17:18:08,bowern,,,,,
368,,1,1,,,proto,,,Proto-SECYP,,0,Pama-Nyungan,no subgroup defined,,,,,,ProtoSECYP,56,1,,2021-01-28 17:18:08,bowern,,,,,
1532,,112,87,,0,proto,,,Proto-PM,,81,Pama-Nyungan,Maric,,,,,,ProtoPM,20,1,,2021-01-28 17:18:08,bowern,,,Phase 2?,,
1533,,295,1,,,proto,,,Proto-Paman,,220,Pama-Nyungan,Paman,,,,,,ProtoPaman,30,3,,2021-01-28 17:18:08,bowern,,,,,
373,,1532,204,,0,proto,,,Proto-Pama-Nyungan,,618,Pama-Nyungan,Pama-Nyungan,,,,-13.9,148.5,ProtoPamaNyungan,29,7,,2021-01-28 17:18:08,bowern,,,,-13.9,148.5
374,,2,1,,,proto,,,Proto-Nyungic,,2,Pama-Nyungan,,,,,,,ProtoNyungic,,1,,2021-01-28 17:18:08,bowern,,,,,
375,,27,4,,,proto,,,Proto-Nyulnyulan,,22,Nyulnyulan,no subgroup defined,,,,,,ProtoNyulnyulan,56,1,,2021-01-28 17:18:08,bowern,,,,,
