Name,Glottocode,Glottolog_Name,layer,family,dialect,description,glottolog_comment
Yangman,yang1288,Yangman,Wardaman,NonPNy,,
Wardaman,ward1246,Wardaman,Wardaman,NonPNy,,
Warluwarra,warl1256,Warluwara,Warluwarric,,,
Dagoman,dago1245,Dagoman,Wardaman,NonPNy,y,
Bularnu,bula1255,Bularnu,Warluwarric,,,
Yanyuwa,yany1243,Yanyuwa,Warluwarric,,,
Yindjilandji,yind1248,Yindjilandji,Warluwarric,,,
Wakaya,waga1260,Wagaya,Warluwarric,,,
Warumungu,waru1265,Warumungu,Warumungic,,,
Wirangu,wira1265,Wirangu,Thura-Yura,,,
Guyani,guya1249,Guyani,Thura-Yura,,,
Guwar,guwa1244,Guwar,Turubulic,,,
Nunukal,jand1248,Jandai,Turubulic,,,"Related to yagara, given by Tindale as the name of the Northern group of Stradbroke Island.

(changed from Nukunul to Nunukal per Bill Pascoe)"
Yagara,yaga1256,Yagara-Jandai,Turubulic,,,
Turrbul,yaga1256,Yagara-Jandai,Turubulic,,,
Janday,jand1248,Jandai,Turubulic,,,"Djindewal, Jandai"
Umbugarla,ngur1260,Ngurmbur,Umbugarlan,NonPNy,,
Ngaduk,gaga1251,Gaagudju,Umbugarlan,NonPNy,,"In Birch's 2006 map, Ngaduk is also shown on the Western side of the river, north of Gonbudj."
Ngomburr,ngur1260,Ngurmbur,Umbugarlan,NonPNy,,
Bukurnidja,umbu1235,Umbugarla,Umbugarlan,NonPNy,,
Wuli Wuli,wuli1242,Wuliwuli,Waka-Kabi,,,
Gonbudj,umbu1235,Umbugarla,Umbugarlan,NonPNy,,
Bayali,baya1257,Bayali,Waka-Kabi,,,,Glottolog location seems off: https://github.com/glottolog/glottolog/issues/1143
Barunggam,waka1274,Wakawaka,Waka-Kabi,,,
Pinjarup,pinj1244,Pinjarup,Southwestern,,y,
Wiilman,nyun1247,Nyunga,Southwestern,,y,
Wardandi,ward1248,Wardandi,Southwestern,,,
Bibbulman,bibb1234,Bibbulman,Southwestern,,y,
Lardil,lard1243,Lardil,Tangkic,NonPNy,,
Kaniyang,kani1276,Kaniyang,Southwestern,,y,
Kayardild,kaya1319,Kayardild,Tangkic,NonPNy,,
Yukulta,gang1267,Ganggalida,Tangkic,NonPNy,,
Ngadjuri,ngad1257,Ngadjuri,Thura-Yura,,,
Minkin,mink1237,Minkin,Tangkic,NonPNy,,
Parnkala,bang1339,Banggarla,Thura-Yura,,,
Nauo,nauo1235,Nauo,Thura-Yura,,,
Adnyamathanha,adny1235,Adnyamathanha,Thura-Yura,,,
Nukunu,nugu1241,Nugunu (Australia),Thura-Yura,,,
Narrungga,naru1238,Narungga,Thura-Yura,,,
Kaurna,kaur1267,Kaurna,Thura-Yura,,,
Wagaman,wami1239,Wamin,Southern (#3),,,,"Not Wageman. According to Wikipedia 'The language of the Wakaman people, Wagaman, is thought by some linguists to be a variant of the mutually intelligible Agwamin and Wamin languages.'"
Mbara,mbar1254,Mbara-Yanga,Southern (#3),,,
Ngan'gityemerri,nang1259,Nangikurrunggurr,Southern Daly,NonPNy,,
Murrinh-patha,murr1258,Murriny Patha,Southern Daly,NonPNy,,
Kuthant,kuth1240,Kuthant,Southwest (#2),,,
Mirniny,mirn1245,Mirniny,Southwest,,,Spelling of the language name changed from Mirrniny per Doug Marmion (and back per Sue Hanson).
Kurtjar,gurd1238,Gurdjar,Southwest (#2),,,
Uw-Olgol,kunj1245,Kunjen,Southwest (#2),,,
Kuuk-Narr,kokn1236,Kok-Nar,Southwest (#2),,,
Koko Bera,gugu1254,Gugubera,Southwest (#2),,,
Yir Yoront,yiry1245,Yir-Yoront,Southwest (#2),,,
Malyangapa,maly1234,Malyangapa,Yardli,,,
Kuku Yalanji,kuku1273,Kuku-Yalanji,Yalanjic,,,
Wadikali,wadi1261,Wadikali,Yardli,,,
Yardliyawarra,yard1234,Yardliyawarra,Yardli,,,
Yidiny,yidi1250,Yidiñ,Yidinyic,,,boundaries per Dixon grammar
Djabugay,dyaa1242,Dyaabugay,Yidinyic,,,
YortaYorta,yort1237,Yorta Yorta,Yotayotic,,,
YabulaYabula,yabu1234,Yabula Yabula,Yotayotic,,,
Ngarigu,ngar1297,Ngarigu,Yuin,,,
Thawa,sout2771,Southern Coastal Yuin,Yuin,,,
Dharawal,thur1254,Thurawal,Yuin,,,
Ngunawal,ngun1277,Ngunawal,Yuin,,,
Dhurga,dhur1239,Dhurga,Yuin,,,
Gandangara,gund1248,Gundungurra,Yuin,,,
Djirringany,sout2771,Southern Coastal Yuin,Yuin,,,
Nyulnyul,nyul1247,Nyulnyul,WesternNyulnyulan,NonPNy,,
Kalaw Kawaw Ya,kala1377,Kala Lagaw Ya,Western Torres,,,
Nimanburu,nima1245,Nimanbur,WesternNyulnyulan,NonPNy,,
Jawi,djaw1238,Djawi,WesternNyulnyulan,NonPNy,,
Bardi,bard1255,Bardi,WesternNyulnyulan,NonPNy,,
Jabirrjabirr,dyab1238,Dyaberdyaber,WesternNyulnyulan,NonPNy,,
Umiida,umii1236,Umiida,Worrorric,NonPNy,,
Unggumi,ungg1243,Unggumi,Worrorric,NonPNy,,
Yawijibaya,yawi1239,Yawijibaya,Worrorric,NonPNy,,
Worrorra,worr1237,Worrorra,Worrorric,NonPNy,,
Kwini,kwin1241,Kwini,Wunambalic,NonPNy,,
Unggarranggu,ungg1244,Unggaranggu,Worrorric,NonPNy,,
Gamberre,gamb1251,Gambera,Wunambalic,NonPNy,,
Wunambal,wuna1249,Wunambal,Wunambalic,NonPNy,,
Muluriji,mulu1243,Muluridyi,Yalanjic,,,
Jardwadjali,west2443,Western Victoria,Western Kulin,,y,
Tjapwurrung,djab1234,Djabwurrung,Western Kulin,,y,
Djadjawurung,djad1246,Djadjawurrungic,Western Kulin,,,
MathiMathi,madh1244,Madhi Madhi,Western Kulin,,,
Nari Nari,nari1241,Nari Nari,Western Kulin,,,
WathiWathi,wadi1260,Wadi Wadi,Western Kulin,,,"Wadi wadi (Not to be confused with Wodi Wodi, which is a Yuin-Kuri language)"
Warrnambool,warr1257,Warrnambool,Western Kulin,,,
Wotjobaluk,wotj1234,Wotjobaluk,Western Kulin,,,
Wemba Wemba,wemb1241,Wemba Wemba,Western Kulin,,,
Ngaliwuru,djam1255,Jaminjung-Ngaliwurru,Western Mirndi,NonPNy,,
Yari-Yari,yari1243,Yari-Yari,Western Kulin,,,
Jaminjung,djam1255,Jaminjung-Ngaliwurru,Western Mirndi,NonPNy,,
Nungali,nung1291,Nungali,Western Mirndi,NonPNy,,
Kala Lagaw Ya,kala1377,Kala Lagaw Ya,Western Torres,,,
Mabuiag,mabu1248,Mabuyag,Western Torres,,,
Magati Ke,mart1254,Marti Ke,Western Daly,NonPNy,,
Marramaninyshi,mari1417,Marimanindji,Western Daly,NonPNy,,
Marri Ammu,mare1239,Mare-Ammu,Western Daly,NonPNy,y,
Emmi,mara1386,Maranunggu,Western Daly,NonPNy,,also known as Maranunggu
Marringarr,mari1419,Maringarr,Western Daly,NonPNy,y,
Giyug,giyu1238,Giyug,Anson Bay,NonPNy,,
Ngalia,pint1251,Pintiini,Western Desert,,,
Warnman,wanm1242,Wanman,Western Desert,,,
Pitjantjatjara,pitj1243,Pitjantjatjara,Western Desert,,,
Pintupi-Luritja,pint1250,Pintupi-Luritja,Western Desert,,,
Yankunytjatjara,pitj1243,Pitjantjatjara,Western Desert,,y,
Kartujarra,kart1247,Kartujarra,Western Desert,,,
Ladji Ladji,ladj1234,Ladji Ladji,Western Kulin,,,
Putijarra,pudi1238,Puditara,Western Desert,,,
Yiman,mand1417,Mandandanyi,East Maric,,y,
Yangga,east2716,Eastern Maric,East Maric,,,
Ganulu,ganu1234,Ganulu,East Maric,,,
Barada,east2716,Eastern Maric,East Maric,,,
Yilba,east2716,Eastern Maric,East Maric,,y,
Gangulu,gang1268,Gangulu,East Maric,,,
Biri,biri1256,Biri,East Maric,,y,
Kokatha,koka1244,Kokata,Eastern,,y,
Antakirinya,anta1253,Antakarinya,Eastern,,,
Matngele,madn1237,Madngele,Eastern Daly,NonPNy,,
Kamu,kamu1258,Kamu,Eastern Daly,NonPNy,,
Boonwurrung,boon1243,Boonwurrung,Eastern Kulin,,,
Daungwurrung,daun1234,Daungwurrung,Eastern Kulin,,y,
Ngarnka,ngar1283,Ngarnka,Eastern Mirndi,NonPNy,,
Woiwurrung,woiw1237,Woiwurrung-Thagungwurrung,Eastern Kulin,,,
Djirbal,dyir1250,Dyirbal,Dyirbalic,,,
Guynmal,dhar1248,Dharumbal,Dharumbal,,,"See breen 09, 6.6, issues with Tindale vs Roth. name is doubtful, can't find in current sources"
Warrgamay,warr1255,Warrgamay,Dyirbalic,,,
Nyawaygi,nyaw1247,Nyawaygi,Dyirbalic,,,
Wubuy,nung1290,Wubuy,East Arnhem,NonPNy,,
Wulguru,wulg1239,Wulguru,Dyirbalic,,,
Ngandi,ngan1295,Ngandi,East Arnhem,NonPNy,,
Anindilyakwa,anin1240,Anindilyakwa,East Arnhem,NonPNy,,
Wirri,biri1256,Biri,East Maric,,y,
Garingbal,east2716,Eastern Maric,East Maric,,,
Barna,east2716,Eastern Maric,East Maric,,,
Yambina,east2716,Eastern Maric,East Maric,,,
Wadjigu,wadj1255,Wadjigu,East Maric,,,
Gabalbara,east2716,Eastern Maric,East Maric,,,
Wangan,,,East Maric,,,
Bunuba,buna1275,Bunaba,Bunaban,NonPNy,,
Gooniyandi,goon1238,Gooniyandi,Bunaban,NonPNy,,
Dhuwal,dhuw1249,Dhuwal,Central,,,
Dhuwala,dhuw1250,Dhuwaya,Central,,,
Dhay'yi,dayi1244,Dayi,Central,,,
Wiradjuri,wira1262,Wiradhuri,Central-NSW,,,
Ngiyambaa,wang1291,Ngiyambaa,Central-NSW,,,
Yuwaliyaay,gami1243,Yuwaalaraay-Gamilaraay,Central-NSW,,,
Gamilaraay,gami1243,Yuwaalaraay-Gamilaraay,Central-NSW,,,
Yuwaalaraay,yuwa1242,Yuwaalaraay,Central-NSW,,,
Limilngan,nucl1327,Limilngan,Darwin Region,NonPNy,,
Wailwan,wayi1238,Wayilwan,Central-NSW,,,Treated by Donaldson as the Northern dialect of Ngiyambaa
Dharumbal,dhar1248,Dharumbal,Dharumbal,,,Distant sister to Mbabaram in BBA 2018
Batjjamalh,wadj1254,Wadjiginy,Anson Bay,NonPNy,,
Alyawarr,alya1239,Alyawarr,Arandic,,,
Anmatyerr,anma1239,Anmatyerre,Arandic,,y,
Ayerreyenge,ayer1246,Ayerrerenge,Arandic,,,
Antekerrepenhe,ande1247,Andegerebinha,Arandic,,,
Lower Aranda,lowe1436,Lower Southern Aranda,Arandic,,,
Kaytetye,kayt1238,Kaytetye,Arandic,,,
Western Arrarnta,west2441,Western Arrarnta,Arandic,,,
Central Arrernte,east2379,Eastern Arrernte,Arandic,,,,Wikipedia equates Central and Eastern Arrernte and the location around Alice Springs seems to support this.
Eastern Arrernte,east2379,Eastern Arrernte,Arandic,,y,
Yugambal,yuga1244,Yugambal,Bigambalic,,,
Bigambal,biga1237,Bigambal,Bigambalic,,,
Purduna,burd1238,Burduna,Kanyara,,,
Pinikura,pini1244,Pinigura,Kanyara,,,
Thalanyji,dhal1245,Dhalandji,Kanyara,,,
Payungu,bayu1240,Bayungu,Kanyara,,,
Pitta-Pitta,pitt1247,Pitta Pitta,Karnic,,,
Mayawali,pitt1247,Pitta Pitta,Karnic,,,
Wangkayutyuru,wang1289,Wanggamala,Karnic,,,
Mithaka,mith1236,Mithaka,Karnic,,,
Karuwali,karr1236,Karruwali,Karnic,,,
Karangura,ngam1265,Ngamini-Yarluyandi-Karangura,Karnic,,,
Wangkangurru,wang1290,Wangganguru,Karnic,,y,
Garlali,kala1380,Bulloo River,Karnic,,,
Yandruwandha,yand1253,Yandruwandha,Karnic,,,
Yanda,yand1251,Yanda,Karnic,,,
Guwa,guwa1242,Guwa,Karnic,,,
Mawng,maun1240,Mawng,Iwaidjan,NonPNy,,
Iwaidja,iwai1244,Iwaidja,Iwaidjan,NonPNy,,
Marrgu,marg1251,Margu,Iwaidjan,NonPNy,,
Wurrugu,wurr1238,Wurrugu,Iwaidjan,NonPNy,,
Ilgar,ilga1238,Ilgar,Iwaidjan,NonPNy,,
Garig,gari1253,Garig-Ilgar,Iwaidjan,NonPNy,,
Dharuk,sydn1236,Sydney,Iyora,,,
Darrkinyung,hawk1239,Hawkesbury,Iyora,,,
Thanggatti,dyan1250,Dyangadi,Iyora,,,
Eora,sydn1236,Sydney,Iyora,,,spelling per Wafer and Lissarrague
Miriwoong,miri1266,Miriwung,Jarrakan,NonPNy,,
Gija,kitj1240,Kitja,Jarrakan,NonPNy,,
Yalarnnga,yala1262,Yalarnnga,Kalkatungic,,,
Gajirrebeng,gadj1243,Gajirrabeng,Jarrakan,NonPNy,,
Thiin,thii1234,Thiin,Kanyara,,,
Kalkatungu,kalk1246,Kalkatungu,Kalkatungic,,,
Garrwa,gara1269,Garrwa,Garrwan,NonPNy,,
Waanyi,wany1247,Wanyi,Garrwan,NonPNy,,
Erre,erre1238,Erre,Giimbiyu,NonPNy,,
Mengerrdji,mang1382,Mangerr,Giimbiyu,NonPNy,,
Gumbaynggir,kumb1268,Kumbainggar,Gumbaynggiric,,,
Urningangk,urni1239,Urningangg,Giimbiyu,NonPNy,,
Baanbay,kumb1268,Kumbainggar,Gumbaynggiric,,y,
Yaygirr,yayg1236,Yaygir,Gumbaynggiric,,,
Bininj Kunwok,gunw1252,Bininj Kun-Wok,Gunwinygic,NonPNy,,
Kunbarlang,kunb1251,Kunbarlang,Gunwinygic,NonPNy,,
Wulwulam,wulw1234,Wulwulam,Gunwinyguan,NonPNy,,
Dalabon,ngal1292,Ngalkbun,Gunwinygic,NonPNy,,
Jawoyn,djau1244,Jawoyn,Gunwinyguan,NonPNy,,
Uwinymil,uwin1234,Uwinymil,Gunwinyguan,NonPNy,,
Amurdak,amar1271,Amurdak,Iwaidjan,NonPNy,,
Warray,wara1290,Warray,Gunwinyguan,NonPNy,,
Gudanji,guda1242,Wambaya-Gudanji,Eastern Mirndi,NonPNy,,
Binbinka,binb1242,Binbinka,Eastern Mirndi,NonPNy,,
Jingulu,djin1251,Jingulu,Eastern Mirndi,NonPNy,,
Wambaya,wamb1258,Wambayan,Eastern Mirndi,NonPNy,,
Kurnai,gana1278,Ganai,Eastern Victoria,,,
Bidawal,gana1268,Birrdhawal,Eastern Victoria,,,
Muk-Thang,gana1278,Ganai,Eastern Victoria,,,
Thangguai,gana1278,Ganai,Eastern Victoria,,,
Dhudhuroa,dhud1236,Dhudhuroa,Eastern Victoria,,,
Nulit,gana1278,Ganai,Eastern Victoria,,,
Yawuru,yawu1244,Yawuru,EasternNyulnyulan,NonPNy,,
Waywurru,pall1243,Pallanganmiddang,Eastern Victoria,,,
Jukun,dyug1238,Dyugun,EasternNyulnyulan,NonPNy,,
Nyikina,nyig1240,Nyigina,EasternNyulnyulan,NonPNy,,
Ngumbarl,ngum1253,Ngumbarl,EasternNyulnyulan,NonPNy,,
Warrwa,warr1258,Warrwa,EasternNyulnyulan,NonPNy,,
Warriyangga,wari1262,Wariyangga,Mantharta,,,
Tharrgari,dhar1247,Dhargari,Mantharta,,,
Gudjal,gudj1237,Gudjal,Maric,,,
Alawa,alaw1244,Alawa,Maran,NonPNy,,
Yagalingu,bidy1243,Bidyara,Maric,,,
Miyan,east2716,Eastern Maric,Maric,,,
Dungaloo,,,Maric,,y,,Judging by location this is not the Gureng Gureng dialect Dhungaloo.
Giya,giya1234,Giya,Maric,,,
Yiningayi,bidy1243,Bidyara,Maric,,,
Yuru,yuru1264,Yuru,Maric,,,
Yugul,yugu1250,Yugul,Marran,NonPNy,,
Bindal,bind1237,Bindalic,Maric,,,
Marra,mara1385,Marra,Marran,NonPNy,,
Warndarrang,wand1263,Wandarang,Marran,NonPNy,,
Nyangumarta,nyan1301,Nyangumarta,Marrngu,,,
Karajarri,kara1476,Karadjeri,Marrngu,,,
Larrakia,lara1258,Laragia,Larrakiyan,NonPNy,,
Wulna,wuln1239,Wulna,Larrakiyan,NonPNy,,
Keramin,kera1256,Keramin,LowerMurray,,,"Also Kureinji, Yari-Yari"
Ngarkat,lowe1402,Lower Riverland,LowerMurray,,y,
Ngintait,ngin1247,Ngindadj,LowerMurray,,,"Also Ngindadj, Yuu-Yuu given as a reference name in Wafer and Lissarague)"
YithaYitha,yith1234,Yitha Yitha,LowerMurray,,y,
Ngarrindjeri,narr1259,Narrinyeri,LowerMurray,,,
Peramangk,,,LowerMurray,,y,,https://aiatsis.gov.au/austlang/language/s5 'Little is known about the Peramangk language'
Ngaiawang,lowe1402,Lower Riverland,LowerMurray,,,
Yaraldi,yara1254,Yaraldi,LowerMurray,,,
Ndjebbana,djee1236,Djeebbana,Maningrida,NonPNy,,also called Gunavidji
Raminyeri,narr1259,,Lower Murray,,y,,According to Wikipedia: 'The Ramindjeri language was a dialect of the Ngarrindjeri language'
Gurrgoni,gura1252,Guragone,Maningrida,NonPNy,,
Nakara,naka1260,Nakara,Maningrida,NonPNy,,
Jiwarli,thii1234,Thiin,Mantharta,,,
Burarra,bura1267,Burarra,Maningrida,NonPNy,,
Kalaamaya,kala1401,Kalaamaya,Kartu,,,
Tharrayi,ying1247,Yinggarda,Kartu,,,"tindale's Tedei, per Doug Marmion. Probably the same as Thirrily (Southern Yingkarta?)"
Badimaya,badi1246,Badimaya,Kartu,,,
Nhanda,nhan1238,Nhanda,Kartu,,,
Thaagurda,kart1250,Kartu,Kartu,,,Language mentioned in Doug Marmion's honour's thesis; not otherwise attested but seems to be a separate language
Wajarri,waja1257,Wajarri,Kartu,,,
Kolakngat,cola1237,Colac,Kulin,,,Kolakngat
Bunganditj,bung1264,Bunganditj,Kulin,,,
Birrpayi,birr1241,Birrpayi,Kuri,,,
Wathawurrung,wath1238,Wathawurrung,Kulin,,,
Hunter River Lake Macquarie,awab1243,Awabakal,Kuri,,,
Worimi,wori1245,Worimi,Kuri,,y,
Aghu Tharnggala,aghu1256,Aghu Tharnggalu (Retired),Lamalamic,,,
Katthang,wori1245,Worimi,Kuri,,,
Lamalama,lamu1254,Lamalama,Lamalamic,,,
Nhirrpi,nhir1234,Nhirrpi,Karnic,,y,
Pirlatapa,pirl1238,Pirlatapa,Karnic,,,
Diyari,dira1238,Dirari,Karnic,,,
Kungkarri,kuun1236,Kuungkari of Barcoo River,Karnic,,,
Yawarrawarrka,yawa1258,Yawarawarga,Karnic,,,
Pirriya,pirr1240,Pirriya,Karnic,,,
Yarluyandi,yarl1238,Yarluyandi,Karnic,,,
Ngamini,ngam1265,Ngamini-Yarluyandi-Karangura,Karnic,,,
Ngantangarra,yaru1254,Ngandangara,Karnic,,y,
Wangkumara,wong1246,Wangkumara,Karnic,,,
Thirarri,dira1238,Dirari,Karnic,,y,
Arabana,arab1267,Arabana,Karnic,,,
Malkana,malg1242,Malgana,Kartu,,,
Punthamara,punt1240,Punthamara,Karnic,,,
Yingkarta,ying1247,Yinggarda,Kartu,,,
Wagiman,wage1238,Wageman,Non Pama-Nyungan Languages file,NonPNy,,
Tiwi,tiwi1244,Tiwi,Non Pama-Nyungan Languages file,NonPNy,,
Gaagudju,gaga1251,Gaagudju,Non Pama-Nyungan Languages file,NonPNy,,
Kungarakany,kung1259,Kungarakany,Non Pama-Nyungan Languages file,NonPNy,,
Warungu,waru1264,Warrongo,North Maric,,,
Mangarrayi,mang1381,Mangarrayi,Non Pama-Nyungan Languages file,NonPNy,,
Djinba,djin1252,Djinba,Northern,,,
Gugu Badhun,gudj1237,Gudjal,North Maric,,,
Yan-nhangu,yann1237,Nhangu,Northern,,,
Dhangu,dhan1270,Dhangu,Northern,,,
Djangu,dhan1270,Dhangu,Northern,,,
Golpa,yann1237,Nhangu,Northern,,,
Ngardi,ngar1288,Ngardi,Northern (#2),,,
Djinang,djin1253,Djinang,Northern,,,
Manjiljarra,mart1256,Martu Wangka,Northern (#2),,y,
Wangkajunga,wang1288,Wangkajunga,Northern (#2),,,
Yindjibarndi,yind1247,Yindjibarndi,Ngayarta,,,
Ngarla,ngar1286,Ngarla on the Ashburton river south of the Hamersley range,Ngayarta,,,
Karranga,mudb1240,Mudburra,Ngumpin-Yapa,,y,
Yinhawangka,yinh1234,Yinhawangka,Ngayarta,,,
Bilinarra,bili1250,Bilinarra,Ngumpin-Yapa,,,
Walmajarri,walm1241,Walmajarri-Juwaliny,Ngumpin-Yapa,,,
Warlpiri,warl1254,Warlpiri,Ngumpin-Yapa,,,
Warlmanpa,warl1255,Warlmanpa,Ngumpin-Yapa,,,
Wurlayi,wurl1241,Wurlayi,Ngumpin-Yapa,,y,
Ngarinyman,ngar1235,Ngarinman,Ngumpin-Yapa,,,
Mudburra,mudb1240,Mudburra,Ngumpin-Yapa,,,
Gurindji,guri1247,Gurindji,Ngumpin-Yapa,,,
Malngin,maln1239,Malngin,Ngumpin-Yapa,,,
Jaru,jaru1254,Jaru,Ngumpin-Yapa,,,
Jiwarliny,djuw1238,Juwaliny,Ngumpin-Yapa,,y,
Wanyjirra,wany1244,Wanyjirra,Ngumpin-Yapa,,,
Garandi,kuth1240,Kuthant,Paman,,,
Barranbinya,barr1252,Barranbinya,Muruwaric,,,
Southern Anaiwan,ngan1296,Nganyaywana,Anaiwan,,,
Kokiny,kawa1290,Kawarrang-Ogh Undjan,Paman,,,
Ribh,areb1238,Areba,Paman,,,
Olkola,olko1234,Olkol,Paman,,,
Gugu Djangun,djan1238,Djangun,Paman,,,
Wik-Alkan,wika1238,Wikalkan,Paman,,y,
Wik-Ngatharr,wika1238,Wikalkan,Paman,,,
